date,open,high,low,close
2024-07-04 00:00:00,0.6712,0.67149,0.67118,0.67146
2024-07-04 00:05:00,0.67146,0.67156,0.6712,0.67121
2024-07-04 00:10:00,0.67122,0.67124,0.67101,0.6711
2024-07-04 00:15:00,0.6711,0.67129,0.6711,0.67121
2024-07-04 00:20:00,0.67122,0.67132,0.67122,0.67128
2024-07-04 00:25:00,0.67128,0.67132,0.67108,0.67124
2024-07-04 00:30:00,0.67124,0.67149,0.67118,0.67129
2024-07-04 00:35:00,0.6713,0.6714,0.6713,0.67138
2024-07-04 00:40:00,0.67138,0.67144,0.67136,0.67144
2024-07-04 00:45:00,0.67143,0.67156,0.67134,0.6714
2024-07-04 00:50:00,0.6714,0.67158,0.6714,0.67152
2024-07-04 00:55:00,0.67152,0.67182,0.67146,0.67167
2024-07-04 01:00:00,0.67168,0.67194,0.67167,0.67193
2024-07-04 01:05:00,0.67194,0.67216,0.67178,0.6718
2024-07-04 01:10:00,0.67179,0.67184,0.67128,0.67138
2024-07-04 01:15:00,0.67137,0.67152,0.67115,0.67125
2024-07-04 01:20:00,0.67126,0.67148,0.67112,0.67148
2024-07-04 01:25:00,0.67147,0.67159,0.67144,0.67149
2024-07-04 01:30:00,0.6715,0.67182,0.67144,0.67158
2024-07-04 01:35:00,0.67158,0.67164,0.67131,0.67158
2024-07-04 01:40:00,0.67158,0.67206,0.67158,0.67206
2024-07-04 01:45:00,0.67206,0.6721,0.67178,0.67181
2024-07-04 01:50:00,0.6718,0.67192,0.67164,0.6719
2024-07-04 01:55:00,0.6719,0.6719,0.67162,0.67162
2024-07-04 02:00:00,0.67162,0.6717,0.67152,0.67152
2024-07-04 02:05:00,0.67153,0.6716,0.6713,0.67134
2024-07-04 02:10:00,0.67133,0.67158,0.67133,0.67158
2024-07-04 02:15:00,0.67158,0.67158,0.67132,0.67132
2024-07-04 02:20:00,0.67132,0.67155,0.67132,0.67153
2024-07-04 02:25:00,0.67154,0.67154,0.67136,0.6714
2024-07-04 02:30:00,0.6714,0.67157,0.67138,0.67155
2024-07-04 02:35:00,0.67154,0.67158,0.67148,0.6715
2024-07-04 02:40:00,0.67151,0.67153,0.67144,0.67148
2024-07-04 02:45:00,0.67148,0.67162,0.67145,0.67157
2024-07-04 02:50:00,0.67158,0.67164,0.67152,0.67153
2024-07-04 02:55:00,0.67152,0.67164,0.67152,0.67152
2024-07-04 03:00:00,0.67152,0.67163,0.67148,0.67156
2024-07-04 03:05:00,0.67156,0.67164,0.67152,0.67153
2024-07-04 03:10:00,0.67152,0.67158,0.67142,0.67143
2024-07-04 03:15:00,0.67142,0.67152,0.67142,0.67148
2024-07-04 03:20:00,0.67148,0.67154,0.67136,0.67138
2024-07-04 03:25:00,0.67137,0.67138,0.67126,0.67126
2024-07-04 03:30:00,0.67127,0.6713,0.6712,0.67128
2024-07-04 03:35:00,0.67128,0.6714,0.67128,0.67138
2024-07-04 03:40:00,0.67137,0.67138,0.6713,0.67132
2024-07-04 03:45:00,0.67131,0.67133,0.67116,0.6712
2024-07-04 03:50:00,0.6712,0.67124,0.67108,0.6711
2024-07-04 03:55:00,0.67111,0.67127,0.67106,0.67123
2024-07-04 04:00:00,0.67124,0.67134,0.67122,0.67131
2024-07-04 04:05:00,0.6713,0.67138,0.6713,0.67137
2024-07-04 04:10:00,0.67138,0.67144,0.67132,0.67142
2024-07-04 04:15:00,0.67143,0.67144,0.6713,0.67132
2024-07-04 04:20:00,0.67132,0.67137,0.67122,0.67132
2024-07-04 04:25:00,0.67131,0.67134,0.6712,0.67122
2024-07-04 04:30:00,0.67122,0.67123,0.67112,0.67116
2024-07-04 04:35:00,0.67116,0.67132,0.67116,0.67128
2024-07-04 04:40:00,0.67128,0.67134,0.67124,0.67124
2024-07-04 04:45:00,0.67124,0.67128,0.67122,0.67128
2024-07-04 04:50:00,0.67128,0.6713,0.67124,0.67128
2024-07-04 04:55:00,0.67128,0.67142,0.67128,0.67132
2024-07-04 05:00:00,0.67132,0.67139,0.67132,0.67137
2024-07-04 05:05:00,0.67136,0.67138,0.67132,0.67132
2024-07-04 05:10:00,0.67131,0.67134,0.67131,0.67132
2024-07-04 05:15:00,0.67132,0.67136,0.67127,0.67128
2024-07-04 05:20:00,0.67127,0.67128,0.67111,0.67122
2024-07-04 05:25:00,0.67121,0.67131,0.6712,0.67128
2024-07-04 05:30:00,0.67128,0.6715,0.67126,0.67146
2024-07-04 05:35:00,0.67146,0.67152,0.67142,0.67152
2024-07-04 05:40:00,0.67152,0.67152,0.67128,0.67132
2024-07-04 05:45:00,0.67133,0.67146,0.67126,0.67144
2024-07-04 05:50:00,0.67145,0.67164,0.67144,0.67163
2024-07-04 05:55:00,0.67162,0.67173,0.67162,0.67172
2024-07-04 06:00:00,0.67172,0.67173,0.67154,0.67157
2024-07-04 06:05:00,0.67158,0.67168,0.67144,0.67162
2024-07-04 06:10:00,0.67162,0.67164,0.6714,0.67148
2024-07-04 06:15:00,0.67148,0.67162,0.67128,0.67134
2024-07-04 06:20:00,0.67134,0.67148,0.67131,0.67148
2024-07-04 06:25:00,0.67148,0.67155,0.67136,0.67138
2024-07-04 06:30:00,0.67138,0.67146,0.67122,0.67142
2024-07-04 06:35:00,0.67142,0.67144,0.6713,0.67134
2024-07-04 06:40:00,0.67133,0.67158,0.67126,0.67158
2024-07-04 06:45:00,0.67157,0.67162,0.67146,0.67151
2024-07-04 06:50:00,0.67152,0.67186,0.67152,0.6718
2024-07-04 06:55:00,0.67181,0.67184,0.67162,0.67182
2024-07-04 07:00:00,0.67183,0.67188,0.67176,0.67184
2024-07-04 07:05:00,0.67184,0.67198,0.67183,0.67184
2024-07-04 07:10:00,0.67184,0.67192,0.6716,0.67162
2024-07-04 07:15:00,0.67161,0.6719,0.6716,0.67182
2024-07-04 07:20:00,0.67182,0.67186,0.67166,0.67166
2024-07-04 07:25:00,0.67167,0.67186,0.67164,0.67166
2024-07-04 07:30:00,0.67165,0.67168,0.67138,0.67141
2024-07-04 07:35:00,0.6714,0.67162,0.67134,0.67146
2024-07-04 07:40:00,0.67146,0.67166,0.67144,0.67165
2024-07-04 07:45:00,0.67164,0.67172,0.67158,0.67171
2024-07-04 07:50:00,0.67172,0.67188,0.67161,0.67164
2024-07-04 07:55:00,0.67165,0.67198,0.67163,0.67198
2024-07-04 08:00:00,0.67198,0.67213,0.6719,0.67206
2024-07-04 08:05:00,0.67206,0.67222,0.67206,0.67221
2024-07-04 08:10:00,0.67222,0.6726,0.6722,0.67252
2024-07-04 08:15:00,0.67251,0.67252,0.67228,0.6723
2024-07-04 08:20:00,0.6723,0.67232,0.67216,0.67221
2024-07-04 08:25:00,0.6722,0.67221,0.67206,0.67218
2024-07-04 08:30:00,0.67216,0.67217,0.6718,0.672
2024-07-04 08:35:00,0.672,0.67202,0.6717,0.67172
2024-07-04 08:40:00,0.67172,0.67198,0.67168,0.67187
2024-07-04 08:45:00,0.67186,0.67196,0.6718,0.67187
2024-07-04 08:50:00,0.67188,0.67216,0.67188,0.67214
2024-07-04 08:55:00,0.67214,0.67222,0.67208,0.67216
2024-07-04 09:00:00,0.67217,0.67218,0.67197,0.67202
2024-07-04 09:05:00,0.67202,0.67202,0.67187,0.67196
2024-07-04 09:10:00,0.67197,0.67234,0.67196,0.6723
2024-07-04 09:15:00,0.6723,0.67234,0.67219,0.67232
2024-07-04 09:20:00,0.67232,0.67241,0.67215,0.6722
2024-07-04 09:25:00,0.6722,0.67222,0.67198,0.67201
2024-07-04 09:30:00,0.67202,0.67207,0.67191,0.672
2024-07-04 09:35:00,0.67201,0.67201,0.67186,0.67195
2024-07-04 09:40:00,0.67196,0.67201,0.67188,0.67201
2024-07-04 09:45:00,0.672,0.67218,0.67195,0.67216
2024-07-04 09:50:00,0.67216,0.67223,0.67214,0.6722
2024-07-04 09:55:00,0.6722,0.67228,0.6721,0.67227
2024-07-04 10:00:00,0.67228,0.67242,0.6722,0.67238
2024-07-04 10:05:00,0.67238,0.67253,0.67237,0.67252
2024-07-04 10:10:00,0.67252,0.67259,0.6725,0.67252
2024-07-04 10:15:00,0.67251,0.67254,0.67232,0.67242
2024-07-04 10:20:00,0.67243,0.67252,0.6724,0.67248
2024-07-04 10:25:00,0.67247,0.67261,0.67247,0.67258
2024-07-04 10:30:00,0.67258,0.67269,0.67255,0.67257
2024-07-04 10:35:00,0.67256,0.6727,0.67249,0.67269
2024-07-04 10:40:00,0.67268,0.67274,0.67261,0.67268
2024-07-04 10:45:00,0.67267,0.67272,0.6726,0.67266
2024-07-04 10:50:00,0.67266,0.67273,0.67262,0.67273
